WYPADEK_ID,PLEC,MIASTO,MIESIAC,PRZYCZYNA
1322,Mezczyzna ,Gorzów Wielkopolski,12,Niedostosowanie predkosci do warunków na drodze.
1323,Mezczyzna ,Bydgoszcz,10,Jazda po niewlasciwej stronie drogi.
1324,Mezczyzna ,Katowice,12,Niedostosowanie predkosci do warunków na drodze.
1325,Mezczyzna ,Wroclaw,9,Nieprawidlowe zachowanie sie wobec pieszego.
1326,Mezczyzna ,Lublin,12,Nieudzielenie pierwszenstwa przejazdu.
1327,Kobieta   ,Bialystok,2,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1328,Mezczyzna ,Lódz,7,Nieprawidlowe zachowanie sie wobec pieszego.
1329,Mezczyzna ,Rzeszów,9,Nieprawidlowe wyprzedzanie.
1330,Kobieta   ,Poznan,12,Niedostosowanie predkosci do warunków na drodze.
1331,Kobieta   ,Olsztyn,6,Niedostosowanie predkosci do warunków na drodze.
1332,Kobieta   ,Gorzów Wielkopolski,5,Nieudzielenie pierwszenstwa przejazdu.
1333,Kobieta   ,Warszawa,8,Nieprawidlowe wyprzedzanie.
1334,Mezczyzna ,Gdansk,10,Nieprawidlowe zachowanie sie wobec pieszego.
1335,Kobieta   ,Warszawa,6,Nieprawidlowe zachowanie sie wobec pieszego.
1336,Mezczyzna ,Warszawa,5,Niedostosowanie predkosci do warunków na drodze.
1337,Kobieta   ,Kielce,1,Jazda po niewlasciwej stronie drogi.
1338,Mezczyzna ,Rzeszów,10,Nieprawidlowe zachowanie sie wobec pieszego.
1339,Kobieta   ,Lublin,4,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1340,Mezczyzna ,Rzeszów,12,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1341,Mezczyzna ,Opole,4,Nieprawidlowe wyprzedzanie.
1342,Kobieta   ,Kielce,8,Nieudzielenie pierwszenstwa przejazdu.
1343,Kobieta   ,Warszawa,11,Jazda po niewlasciwej stronie drogi.
1344,Kobieta   ,Bydgoszcz,7,Nieprawidlowe zachowanie sie wobec pieszego.
1345,Kobieta   ,Bydgoszcz,5,Jazda po niewlasciwej stronie drogi.
1346,Kobieta   ,Szczecin,11,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1347,Mezczyzna ,Wroclaw,8,Nieprawidlowe wyprzedzanie.
1348,Mezczyzna ,Torun,3,Nieudzielenie pierwszenstwa przejazdu.
1349,Mezczyzna ,Opole,6,Nieudzielenie pierwszenstwa przejazdu.
1350,Mezczyzna ,Warszawa,1,Nieprawidlowe zachowanie sie wobec pieszego.
1351,Kobieta   ,Kielce,4,Jazda po niewlasciwej stronie drogi.
1352,Kobieta   ,Bialystok,6,Niedostosowanie predkosci do warunków na drodze.
1353,Kobieta   ,Bydgoszcz,3,Jazda po niewlasciwej stronie drogi.
1354,Kobieta   ,Katowice,11,Jazda po niewlasciwej stronie drogi.
1355,Mezczyzna ,Lódz,1,Nieprawidlowe wyprzedzanie.
1356,Kobieta   ,Lublin,9,Nieprawidlowe zachowanie sie wobec pieszego.
1357,Kobieta   ,Bydgoszcz,7,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1358,Kobieta   ,Rzeszów,8,Nieprawidlowe wyprzedzanie.
1359,Mezczyzna ,Rzeszów,3,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1360,Kobieta   ,Bydgoszcz,6,Niedostosowanie predkosci do warunków na drodze.
1361,Mezczyzna ,Katowice,5,Nieudzielenie pierwszenstwa przejazdu.
1362,Kobieta   ,Torun,1,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1363,Kobieta   ,Lublin,8,Niedostosowanie predkosci do warunków na drodze.
1364,Mezczyzna ,Gdansk,8,Niedostosowanie predkosci do warunków na drodze.
1365,Mezczyzna ,Rzeszów,10,Nieprawidlowe zachowanie sie wobec pieszego.
1366,Kobieta   ,Torun,6,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1367,Kobieta   ,Kielce,4,Nieprawidlowe zachowanie sie wobec pieszego.
1368,Kobieta   ,Torun,1,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1369,Kobieta   ,Kielce,9,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1370,Mezczyzna ,Warszawa,2,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1371,Kobieta   ,Bydgoszcz,10,Niedostosowanie predkosci do warunków na drodze.
1372,Mezczyzna ,Warszawa,5,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1373,Mezczyzna ,Gorzów Wielkopolski,8,Niedostosowanie predkosci do warunków na drodze.
1374,Mezczyzna ,Lublin,12,Nieprawidlowe zachowanie sie wobec pieszego.
1375,Kobieta   ,Olsztyn,4,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1376,Kobieta   ,Rzeszów,5,Nieudzielenie pierwszenstwa przejazdu.
1377,Kobieta   ,Wroclaw,5,Jazda po niewlasciwej stronie drogi.
1378,Kobieta   ,Szczecin,9,Nieprawidlowe zachowanie sie wobec pieszego.
1379,Kobieta   ,Rzeszów,3,Niedostosowanie predkosci do warunków na drodze.
1380,Kobieta   ,Bialystok,8,Niedostosowanie predkosci do warunków na drodze.
1381,Kobieta   ,Gorzów Wielkopolski,10,Jazda po niewlasciwej stronie drogi.
1382,Kobieta   ,Warszawa,8,Nieprawidlowe wyprzedzanie.
1383,Kobieta   ,Poznan,7,Nieprawidlowe wyprzedzanie.
1384,Kobieta   ,Katowice,2,Jazda po niewlasciwej stronie drogi.
1385,Kobieta   ,Rzeszów,7,Nieprawidlowe zachowanie sie wobec pieszego.
1386,Mezczyzna ,Warszawa,10,Nieprawidlowe wyprzedzanie.
1387,Mezczyzna ,Kielce,10,Nieprawidlowe zachowanie sie wobec pieszego.
1388,Kobieta   ,Lublin,6,Nieudzielenie pierwszenstwa przejazdu.
1389,Kobieta   ,Gorzów Wielkopolski,7,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1390,Kobieta   ,Gdansk,11,Niedostosowanie predkosci do warunków na drodze.
1391,Kobieta   ,Wroclaw,7,Niedostosowanie predkosci do warunków na drodze.
1392,Kobieta   ,Opole,9,Niedostosowanie predkosci do warunków na drodze.
1393,Mezczyzna ,Warszawa,12,Niedostosowanie predkosci do warunków na drodze.
1394,Kobieta   ,Gorzów Wielkopolski,2,Jazda po niewlasciwej stronie drogi.
1395,Mezczyzna ,Lublin,1,Nieprawidlowe wyprzedzanie.
1396,Kobieta   ,Gorzów Wielkopolski,11,Jazda po niewlasciwej stronie drogi.
1397,Mezczyzna ,Gorzów Wielkopolski,7,Nieudzielenie pierwszenstwa przejazdu.
1398,Mezczyzna ,Opole,9,Niedostosowanie predkosci do warunków na drodze.
1399,Kobieta   ,Lódz,9,Nieprawidlowe wyprzedzanie.
1400,Mezczyzna ,Gorzów Wielkopolski,10,Nieudzielenie pierwszenstwa przejazdu.
1401,Kobieta   ,Wroclaw,12,Nieprawidlowe zachowanie sie wobec pieszego.
1402,Mezczyzna ,Bydgoszcz,7,Nieudzielenie pierwszenstwa przejazdu.
1403,Kobieta   ,Wroclaw,5,Nieprawidlowe wyprzedzanie.
1404,Mezczyzna ,Opole,10,Niedostosowanie predkosci do warunków na drodze.
1405,Kobieta   ,Opole,9,Nieprawidlowe zachowanie sie wobec pieszego.
1406,Mezczyzna ,Gdansk,6,Nieprawidlowe zachowanie sie wobec pieszego.
1407,Mezczyzna ,Rzeszów,3,Jazda po niewlasciwej stronie drogi.
1408,Mezczyzna ,Bydgoszcz,8,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1409,Kobieta   ,Lublin,10,Niedostosowanie predkosci do warunków na drodze.
1410,Mezczyzna ,Rzeszów,8,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1411,Mezczyzna ,Lódz,8,Nieprawidlowe wyprzedzanie.
1412,Kobieta   ,Gorzów Wielkopolski,8,Nieprawidlowe zachowanie sie wobec pieszego.
1413,Mezczyzna ,Warszawa,6,Nieprawidlowe wyprzedzanie.
1414,Mezczyzna ,Rzeszów,3,Nieudzielenie pierwszenstwa przejazdu.
1415,Kobieta   ,Opole,11,Jazda po niewlasciwej stronie drogi.
1416,Kobieta   ,Katowice,5,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1417,Kobieta   ,Bydgoszcz,8,Nieprawidlowe zachowanie sie wobec pieszego.
1418,Mezczyzna ,Gdansk,2,Nieudzielenie pierwszenstwa przejazdu.
1419,Mezczyzna ,Katowice,10,Jazda po niewlasciwej stronie drogi.
1420,Mezczyzna ,Lódz,12,Jazda po niewlasciwej stronie drogi.
1421,Mezczyzna ,Lódz,7,Niedostosowanie predkosci do warunków na drodze.
1422,Kobieta   ,Rzeszów,5,Jazda po niewlasciwej stronie drogi.
1423,Kobieta   ,Lódz,6,Jazda po niewlasciwej stronie drogi.
1424,Kobieta   ,Rzeszów,11,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1425,Kobieta   ,Bydgoszcz,8,Nieprawidlowe zachowanie sie wobec pieszego.
1426,Mezczyzna ,Olsztyn,9,Nieprawidlowe zachowanie sie wobec pieszego.
1427,Mezczyzna ,Torun,1,Nieprawidlowe wyprzedzanie.
1428,Mezczyzna ,Lublin,6,Nieudzielenie pierwszenstwa przejazdu.
1429,Kobieta   ,Katowice,1,Nieudzielenie pierwszenstwa przejazdu.
1430,Mezczyzna ,Opole,3,Niedostosowanie predkosci do warunków na drodze.
1431,Mezczyzna ,Lódz,1,Nieprawidlowe zachowanie sie wobec pieszego.
1432,Mezczyzna ,Wroclaw,9,Niedostosowanie predkosci do warunków na drodze.
1433,Kobieta   ,Torun,11,Nieprawidlowe wyprzedzanie.
1434,Kobieta   ,Bydgoszcz,7,Jazda po niewlasciwej stronie drogi.
1435,Kobieta   ,Wroclaw,8,Nieprawidlowe wyprzedzanie.
1436,Kobieta   ,Katowice,6,Nieprawidlowe wyprzedzanie.
1437,Mezczyzna ,Lódz,3,Jazda po niewlasciwej stronie drogi.
1438,Mezczyzna ,Lódz,3,Nieprawidlowe zachowanie sie wobec pieszego.
1439,Kobieta   ,Wroclaw,5,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1440,Mezczyzna ,Gdansk,8,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1441,Mezczyzna ,Lublin,11,Jazda po niewlasciwej stronie drogi.
1442,Mezczyzna ,Lódz,12,Nieprawidlowe wyprzedzanie.
1443,Mezczyzna ,Wroclaw,11,Nieudzielenie pierwszenstwa przejazdu.
1444,Kobieta   ,Szczecin,6,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1445,Kobieta   ,Bialystok,9,Jazda po niewlasciwej stronie drogi.
1446,Mezczyzna ,Warszawa,4,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1447,Mezczyzna ,Bialystok,12,Niedostosowanie predkosci do warunków na drodze.
1448,Mezczyzna ,Kielce,3,Nieprawidlowe zachowanie sie wobec pieszego.
1449,Mezczyzna ,Warszawa,10,Nieudzielenie pierwszenstwa przejazdu.
1450,Mezczyzna ,Lublin,7,Nieprawidlowe wyprzedzanie.
1451,Kobieta   ,Bydgoszcz,1,Nieprawidlowe zachowanie sie wobec pieszego.
1452,Kobieta   ,Wroclaw,9,Jazda po niewlasciwej stronie drogi.
1453,Kobieta   ,Kielce,6,Jazda po niewlasciwej stronie drogi.
1454,Mezczyzna ,Gdansk,2,Nieprawidlowe wyprzedzanie.
1455,Kobieta   ,Bialystok,5,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1456,Kobieta   ,Lódz,11,Nieprawidlowe wyprzedzanie.
1457,Kobieta   ,Opole,10,Nieprawidlowe zachowanie sie wobec pieszego.
1458,Kobieta   ,Rzeszów,10,Nieudzielenie pierwszenstwa przejazdu.
1459,Kobieta   ,Bialystok,10,Niedostosowanie predkosci do warunków na drodze.
1460,Mezczyzna ,Wroclaw,9,Niedostosowanie predkosci do warunków na drodze.
1461,Mezczyzna ,Warszawa,4,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1462,Kobieta   ,Bialystok,7,Niedostosowanie predkosci do warunków na drodze.
1463,Mezczyzna ,Lublin,2,Jazda po niewlasciwej stronie drogi.
1464,Mezczyzna ,Poznan,5,Jazda po niewlasciwej stronie drogi.
1465,Kobieta   ,Torun,10,Nieudzielenie pierwszenstwa przejazdu.
1466,Mezczyzna ,Lódz,3,Nieprawidlowe zachowanie sie wobec pieszego.
1467,Kobieta   ,Kielce,11,Nieudzielenie pierwszenstwa przejazdu.
1468,Kobieta   ,Wroclaw,7,Niedostosowanie predkosci do warunków na drodze.
1469,Mezczyzna ,Torun,10,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1470,Kobieta   ,Bialystok,3,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1471,Kobieta   ,Warszawa,3,Jazda po niewlasciwej stronie drogi.
1472,Mezczyzna ,Lublin,2,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1473,Kobieta   ,Wroclaw,1,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1474,Mezczyzna ,Warszawa,12,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1475,Mezczyzna ,Lódz,5,Nieprawidlowe zachowanie sie wobec pieszego.
1476,Kobieta   ,Gdansk,8,Nieprawidlowe wyprzedzanie.
1477,Kobieta   ,Lódz,1,Niedostosowanie predkosci do warunków na drodze.
1478,Kobieta   ,Lublin,3,Nieprawidlowe wyprzedzanie.
1479,Kobieta   ,Poznan,10,Nieprawidlowe zachowanie sie wobec pieszego.
1480,Mezczyzna ,Gorzów Wielkopolski,12,Jazda po niewlasciwej stronie drogi.
1481,Kobieta   ,Gdansk,8,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1482,Kobieta   ,Bydgoszcz,11,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1483,Mezczyzna ,Wroclaw,3,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1484,Kobieta   ,Warszawa,11,Niedostosowanie predkosci do warunków na drodze.
1485,Mezczyzna ,Bydgoszcz,12,Nieprawidlowe zachowanie sie wobec pieszego.
1486,Kobieta   ,Gorzów Wielkopolski,12,Nieudzielenie pierwszenstwa przejazdu.
1487,Mezczyzna ,Lódz,7,Niedostosowanie predkosci do warunków na drodze.
1488,Kobieta   ,Opole,1,Nieprawidlowe zachowanie sie wobec pieszego.
1489,Mezczyzna ,Gdansk,5,Jazda po niewlasciwej stronie drogi.
1490,Kobieta   ,Gorzów Wielkopolski,7,Nieudzielenie pierwszenstwa przejazdu.
1491,Kobieta   ,Lublin,8,Jazda po niewlasciwej stronie drogi.
1492,Mezczyzna ,Katowice,5,Niedostosowanie predkosci do warunków na drodze.
1493,Kobieta   ,Torun,2,Nieprawidlowe zachowanie sie wobec pieszego.
1494,Mezczyzna ,Poznan,4,Nieprawidlowe wyprzedzanie.
1495,Kobieta   ,Gdansk,11,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1496,Kobieta   ,Szczecin,10,Nieprawidlowe wyprzedzanie.
1497,Kobieta   ,Lódz,5,Jazda po niewlasciwej stronie drogi.
1498,Mezczyzna ,Lublin,6,Jazda po niewlasciwej stronie drogi.
1499,Mezczyzna ,Poznan,3,Nieudzielenie pierwszenstwa przejazdu.
1500,Kobieta   ,Lódz,1,Jazda po niewlasciwej stronie drogi.
1501,Mezczyzna ,Poznan,8,Niedostosowanie predkosci do warunków na drodze.
1502,Kobieta   ,Lublin,8,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1503,Mezczyzna ,Katowice,7,Nieprawidlowe zachowanie sie wobec pieszego.
1504,Mezczyzna ,Warszawa,11,Niedostosowanie predkosci do warunków na drodze.
1505,Kobieta   ,Olsztyn,9,Nieprawidlowe zachowanie sie wobec pieszego.
1506,Mezczyzna ,Lódz,12,Nieudzielenie pierwszenstwa przejazdu.
1507,Mezczyzna ,Warszawa,11,Nieprawidlowe zachowanie sie wobec pieszego.
1508,Kobieta   ,Gdansk,11,Nieprawidlowe zachowanie sie wobec pieszego.
1509,Kobieta   ,Katowice,8,Jazda po niewlasciwej stronie drogi.
1510,Kobieta   ,Szczecin,2,Nieprawidlowe wyprzedzanie.
1511,Mezczyzna ,Opole,2,Jazda po niewlasciwej stronie drogi.
1512,Mezczyzna ,Poznan,2,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1513,Kobieta   ,Bialystok,8,Nieprawidlowe zachowanie sie wobec pieszego.
1514,Mezczyzna ,Bialystok,10,Niedostosowanie predkosci do warunków na drodze.
1515,Mezczyzna ,Torun,9,Nieudzielenie pierwszenstwa przejazdu.
1516,Kobieta   ,Olsztyn,8,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1517,Mezczyzna ,Warszawa,11,Jazda po niewlasciwej stronie drogi.
1518,Kobieta   ,Szczecin,10,Nieprawidlowe zachowanie sie wobec pieszego.
1519,Mezczyzna ,Rzeszów,10,Jazda po niewlasciwej stronie drogi.
1520,Kobieta   ,Bydgoszcz,7,Jazda po niewlasciwej stronie drogi.
1521,Kobieta   ,Poznan,9,Nieprawidlowe wyprzedzanie.
1522,Kobieta   ,Torun,1,Jazda po niewlasciwej stronie drogi.
1523,Kobieta   ,Opole,8,Jazda po niewlasciwej stronie drogi.
1524,Mezczyzna ,Olsztyn,8,Nieudzielenie pierwszenstwa przejazdu.
1525,Mezczyzna ,Bydgoszcz,12,Nieprawidlowe zachowanie sie wobec pieszego.
1526,Kobieta   ,Torun,4,Nieprawidlowe wyprzedzanie.
1527,Mezczyzna ,Wroclaw,3,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1528,Mezczyzna ,Rzeszów,3,Nieprawidlowe wyprzedzanie.
1529,Mezczyzna ,Wroclaw,3,Nieprawidlowe zachowanie sie wobec pieszego.
1530,Mezczyzna ,Warszawa,1,Niedostosowanie predkosci do warunków na drodze.
1531,Mezczyzna ,Olsztyn,8,Nieudzielenie pierwszenstwa przejazdu.
1532,Mezczyzna ,Kielce,5,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1533,Mezczyzna ,Torun,4,Nieprawidlowe wyprzedzanie.
1534,Kobieta   ,Lódz,2,Nieprawidlowe zachowanie sie wobec pieszego.
1535,Kobieta   ,Kielce,12,Nieudzielenie pierwszenstwa przejazdu.
1536,Kobieta   ,Olsztyn,5,Nieudzielenie pierwszenstwa przejazdu.
1537,Kobieta   ,Opole,11,Nieprawidlowe zachowanie sie wobec pieszego.
1538,Kobieta   ,Katowice,10,Jazda po niewlasciwej stronie drogi.
1539,Kobieta   ,Wroclaw,5,Jazda po niewlasciwej stronie drogi.
1540,Mezczyzna ,Katowice,8,Niedostosowanie predkosci do warunków na drodze.
1541,Mezczyzna ,Poznan,10,Niedostosowanie predkosci do warunków na drodze.
1542,Mezczyzna ,Kielce,5,Nieudzielenie pierwszenstwa przejazdu.
1543,Mezczyzna ,Bialystok,9,Nieudzielenie pierwszenstwa przejazdu.
1544,Mezczyzna ,Lublin,9,Niedostosowanie predkosci do warunków na drodze.
1545,Mezczyzna ,Torun,10,Nieudzielenie pierwszenstwa przejazdu.
1546,Mezczyzna ,Torun,3,Niedostosowanie predkosci do warunków na drodze.
1547,Kobieta   ,Torun,3,Nieprawidlowe zachowanie sie wobec pieszego.
1548,Mezczyzna ,Bialystok,1,Nieprawidlowe wyprzedzanie.
1549,Kobieta   ,Opole,3,Nieprawidlowe zachowanie sie wobec pieszego.
1550,Kobieta   ,Lódz,7,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1551,Kobieta   ,Katowice,11,Jazda po niewlasciwej stronie drogi.
1552,Kobieta   ,Gorzów Wielkopolski,3,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1553,Kobieta   ,Gdansk,12,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1554,Kobieta   ,Katowice,11,Nieprawidlowe wyprzedzanie.
1555,Mezczyzna ,Gdansk,12,Nieprawidlowe zachowanie sie wobec pieszego.
1556,Kobieta   ,Gorzów Wielkopolski,10,Nieprawidlowe wyprzedzanie.
1557,Kobieta   ,Torun,12,Niedostosowanie predkosci do warunków na drodze.
1558,Kobieta   ,Olsztyn,7,Nieprawidlowe zachowanie sie wobec pieszego.
1559,Mezczyzna ,Lódz,4,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1560,Mezczyzna ,Katowice,4,Niedostosowanie predkosci do warunków na drodze.
1561,Mezczyzna ,Lódz,2,Nieprawidlowe zachowanie sie wobec pieszego.
1562,Kobieta   ,Wroclaw,11,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1563,Kobieta   ,Wroclaw,7,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1564,Mezczyzna ,Wroclaw,5,Nieprawidlowe zachowanie sie wobec pieszego.
1565,Kobieta   ,Lódz,1,Jazda po niewlasciwej stronie drogi.
1566,Mezczyzna ,Szczecin,8,Nieprawidlowe zachowanie sie wobec pieszego.
1567,Kobieta   ,Poznan,4,Niedostosowanie predkosci do warunków na drodze.
1568,Kobieta   ,Bydgoszcz,10,Jazda po niewlasciwej stronie drogi.
1569,Mezczyzna ,Rzeszów,8,Nieprawidlowe zachowanie sie wobec pieszego.
1570,Kobieta   ,Opole,10,Nieprawidlowe wyprzedzanie.
1571,Kobieta   ,Olsztyn,2,Nieudzielenie pierwszenstwa przejazdu.
1572,Mezczyzna ,Lublin,11,Nieprawidlowe wyprzedzanie.
1573,Kobieta   ,Torun,12,Nieudzielenie pierwszenstwa przejazdu.
1574,Mezczyzna ,Warszawa,12,Nieudzielenie pierwszenstwa przejazdu.
1575,Kobieta   ,Szczecin,10,Nieprawidlowe wyprzedzanie.
1576,Mezczyzna ,Kielce,2,Nieudzielenie pierwszenstwa przejazdu.
1577,Kobieta   ,Kielce,2,Nieprawidlowe zachowanie sie wobec pieszego.
1578,Kobieta   ,Olsztyn,9,Nieprawidlowe wyprzedzanie.
1579,Kobieta   ,Kielce,6,Nieprawidlowe wyprzedzanie.
1580,Mezczyzna ,Rzeszów,12,Nieudzielenie pierwszenstwa przejazdu.
1581,Mezczyzna ,Warszawa,6,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1582,Kobieta   ,Lódz,8,Niedostosowanie predkosci do warunków na drodze.
1583,Kobieta   ,Gdansk,8,Niedostosowanie predkosci do warunków na drodze.
1584,Kobieta   ,Bialystok,7,Jazda po niewlasciwej stronie drogi.
1585,Mezczyzna ,Katowice,10,Jazda po niewlasciwej stronie drogi.
1586,Kobieta   ,Gdansk,12,Nieudzielenie pierwszenstwa przejazdu.
1587,Kobieta   ,Bialystok,3,Niedostosowanie predkosci do warunków na drodze.
1588,Kobieta   ,Katowice,4,Jazda po niewlasciwej stronie drogi.
1589,Kobieta   ,Warszawa,5,Nieprawidlowe wyprzedzanie.
1590,Mezczyzna ,Opole,5,Nieprawidlowe zachowanie sie wobec pieszego.
1591,Mezczyzna ,Opole,4,Niedostosowanie predkosci do warunków na drodze.
1592,Mezczyzna ,Torun,12,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1593,Kobieta   ,Kielce,2,Nieprawidlowe zachowanie sie wobec pieszego.
1594,Kobieta   ,Kielce,5,Nieprawidlowe zachowanie sie wobec pieszego.
1595,Mezczyzna ,Poznan,9,Nieprawidlowe zachowanie sie wobec pieszego.
1596,Mezczyzna ,Wroclaw,3,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1597,Mezczyzna ,Bialystok,9,Nieudzielenie pierwszenstwa przejazdu.
1598,Kobieta   ,Wroclaw,7,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1599,Kobieta   ,Rzeszów,11,Niedostosowanie predkosci do warunków na drodze.
1600,Kobieta   ,Warszawa,10,Jazda po niewlasciwej stronie drogi.
1601,Mezczyzna ,Bydgoszcz,6,Nieprawidlowe zachowanie sie wobec pieszego.
1602,Kobieta   ,Bialystok,3,Niedostosowanie predkosci do warunków na drodze.
1603,Mezczyzna ,Szczecin,10,Nieprawidlowe wyprzedzanie.
1604,Mezczyzna ,Warszawa,9,Jazda po niewlasciwej stronie drogi.
1605,Mezczyzna ,Lódz,8,Nieudzielenie pierwszenstwa przejazdu.
1606,Kobieta   ,Lódz,3,Nieudzielenie pierwszenstwa przejazdu.
1607,Mezczyzna ,Kielce,10,Niedostosowanie predkosci do warunków na drodze.
1608,Mezczyzna ,Lódz,9,Nieudzielenie pierwszenstwa przejazdu.
1609,Kobieta   ,Opole,10,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1610,Kobieta   ,Lódz,12,Niedostosowanie predkosci do warunków na drodze.
1611,Kobieta   ,Szczecin,3,Nieprawidlowe zachowanie sie wobec pieszego.
1612,Kobieta   ,Warszawa,2,Jazda po niewlasciwej stronie drogi.
1613,Mezczyzna ,Kielce,4,Jazda po niewlasciwej stronie drogi.
1614,Mezczyzna ,Szczecin,9,Nieprawidlowe wyprzedzanie.
1615,Mezczyzna ,Wroclaw,5,Niedostosowanie predkosci do warunków na drodze.
1616,Kobieta   ,Rzeszów,8,Nieprawidlowe wyprzedzanie.
1617,Mezczyzna ,Olsztyn,11,Nieprawidlowe wyprzedzanie.
1618,Kobieta   ,Poznan,8,Nieudzielenie pierwszenstwa przejazdu.
1619,Kobieta   ,Katowice,12,Nieprawidlowe wyprzedzanie.
1620,Mezczyzna ,Gorzów Wielkopolski,4,Nieudzielenie pierwszenstwa przejazdu.
1621,Mezczyzna ,Warszawa,4,Niedostosowanie predkosci do warunków na drodze.
1622,Mezczyzna ,Torun,7,Jazda po niewlasciwej stronie drogi.
1623,Mezczyzna ,Lublin,5,Nieprawidlowe zachowanie sie wobec pieszego.
1624,Mezczyzna ,Opole,3,Nieprawidlowe zachowanie sie wobec pieszego.
1625,Mezczyzna ,Bydgoszcz,9,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1626,Mezczyzna ,Torun,4,Jazda po niewlasciwej stronie drogi.
1627,Kobieta   ,Katowice,3,Nieudzielenie pierwszenstwa przejazdu.
1628,Kobieta   ,Wroclaw,2,Nieprawidlowe wyprzedzanie.
1629,Kobieta   ,Katowice,8,Nieprawidlowe zachowanie sie wobec pieszego.
1630,Mezczyzna ,Katowice,6,Nieprawidlowe zachowanie sie wobec pieszego.
1631,Mezczyzna ,Olsztyn,4,Nieprawidlowe zachowanie sie wobec pieszego.
1632,Kobieta   ,Olsztyn,10,Nieprawidlowe wyprzedzanie.
1633,Mezczyzna ,Rzeszów,6,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1634,Kobieta   ,Bydgoszcz,5,Nieudzielenie pierwszenstwa przejazdu.
1635,Kobieta   ,Poznan,12,Jazda po niewlasciwej stronie drogi.
1636,Mezczyzna ,Lublin,1,Jazda po niewlasciwej stronie drogi.
1637,Mezczyzna ,Gdansk,8,Nieprawidlowe wyprzedzanie.
1638,Mezczyzna ,Poznan,7,Nieprawidlowe wyprzedzanie.
1639,Kobieta   ,Lódz,4,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1640,Mezczyzna ,Kielce,4,Nieprawidlowe wyprzedzanie.
1641,Mezczyzna ,Szczecin,5,Nieprawidlowe zachowanie sie wobec pieszego.
1642,Kobieta   ,Kielce,10,Niedostosowanie predkosci do warunków na drodze.
1643,Kobieta   ,Szczecin,5,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1644,Mezczyzna ,Torun,1,Nieprawidlowe zachowanie sie wobec pieszego.
1645,Kobieta   ,Poznan,6,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
1646,Mezczyzna ,Szczecin,5,Nieprawidlowe wyprzedzanie.
